ชื่อสินค้า,ราคาขาย,ต้นทุน,หมวดหมู่,สต๊อก,บาร์โค้ด
ซอสหอยนางรมตรานกขั่วโลก,25,20,เครื่องปรุงอาหาร,20,8853544002113
ซอสพริกตราม้าบิน,28,23,เครื่องปรุงอาหาร,20,8853704000027
น้ำจิ้มไก่ตราม้าบิน360กรัม,25,20,เครื่องปรุงอาหาร,20,8853704000218
ซอสหอยนางรมตราม้าบิน,25,20,เครื่องปรุงอาหาร,20,8853704001017
แหนม,25,23.25,เครื่องปรุงอาหาร,38,8853988000751
ผงกระหรี่60ก,25,20,เครื่องปรุงอาหาร,50,8854203009948
ฟ้าไทย น้ำใส 350กรัม,29,25.5,เครื่องปรุงอาหาร,12,8854334002498
ฟ้าไทย น้ำข้น 350 g.,29,25.5,เครื่องปรุงอาหาร,18,8854334003488
ฟ้าไทย บะหมี่เกี๊ยว 270มล,29,25.5,เครื่องปรุงอาหาร,4,8854334004287
กะปิกุ้งมังกร90ก,17,12.25,เครื่องปรุงอาหาร,46,8854562001041
น้ำจิ้มไก่ตราเอกชัย,25,20,เครื่องปรุงอาหาร,18,8854568000055
ตั้งฉ่าย,15,10,เครื่องปรุงอาหาร,20,8854568000666
น้ำตาล ษฎา 1กก,30,25,เครื่องปรุงอาหาร,5,8854570000227
ตราจาน-ซีอิ้วขาว2  625cc,20,17,เครื่องปรุงอาหาร,9,8855721000035
เกษตร เต้าหู้ไข่ไก่ 105ก.,10,8.25,เครื่องปรุงอาหาร,-11,8855815000040
น้ำจิ้มย่างเกาหลีออสก้า,45,29,เครื่องปรุงอาหาร,30,8856271000162
ซอสหอยนางรมตรานกทะเล,20,15,เครื่องปรุงอาหาร,30,885685200012
ซอลหอยนางรม,30,24,เครื่องปรุงอาหาร,0,8856852000123
ซอสหอยนางรมตรานกทะเล,28,23,เครื่องปรุงอาหาร,84,8856852000147
น้ำปลาตรานกทะเล,15,11,เครื่องปรุงอาหาร,13,8856852000628
น้ำตาลกรวดหลินหยวน,20,15,เครื่องปรุงอาหาร,30,8857108050152
เครื่องพะโล้วตราเป็ดน้อย,5,3,เครื่องปรุงอาหาร,30,8857110760407
น้ำจิ้มย่างเกาหลี ตราแชมป์ 250มล.,25,20,เครื่องปรุงอาหาร,23,8857122709005
แชมป์-น้ำจิ้มสุกี๊500ก,40,34,เครื่องปรุงอาหาร,6,8857122709012
กะปิตราเคยแดง200กรัม,25,20,เครื่องปรุงอาหาร,30,8857124527034
กระปิเคยแดง100ก,17,15,เครื่องปรุงอาหาร,99,8857124527041
น้ำปลาร้าสุนารี350มล,35,31,เครื่องปรุงอาหาร,50,8857126883015
ดีวัว,20,15,เครื่องปรุงอาหาร,100,8857200125017
